"PERMAID","DAYID","USECROSSWALK","USEROAD","NS","EW"
"9572","13","0","1","0","1"
"9573","14","0","0","1","1"
"9574","15","0","0","0","1"
"9575","16","0","0","0","0"
"9576","17","0","0","0","0"
"9577","18","0","0","1","1"
"9578","19","0","0","1","1"
"9579","20","1","1","1","1"
"9580","21","0","1","1","1"
"9581","22","0","0","0","0"
"9582","23","0","0","0","1"
"9583","24","0","1","1","1"
"9584","25","0","0","1","1"
"9585","26","0","0","1","1"
"9586","27","0","0","1","0"
"9587","28","0","0","1","1"
"9588","29","0","0","1","1"
"9589","30","0","0","0","0"
"9590","31","0","0","0","1"
"9591","32","0","0","1","1"
"9592","33","0","1","1","1"
"9593","34","0","0","1","1"
"9594","35","1","1","0","1"
"9595","36","0","0","1","1"
"9596","37","0","0","1","1"
"9597","38","1","1","0","1"
"9598","39","0","0","0","0"
"9599","40","0","0","1","1"
"9600","41","0","0","1","1"
"9601","42","0","0","1","0"
"9602","43","0","0","0","1"
"9603","44","0","0","0","1"
"9604","45","0","0","0","1"
"9605","46","0","0","1","1"
"9606","47","0","0","0","1"
"9607","48","0","0","1","1"
"9608","49","0","0","0","1"
"9609","50","0","0","0","1"
"9610","51","0","0","1","0"
"9611","52","0","0","1","0"
"9612","53","0","0","1","1"
"9613","54","1","1","0","0"
"9614","55","0","0","1","0"
"9615","56","0","0","0","0"
"9616","57","0","1","1","1"
"9617","58","0","0","0","0"
"9618","59","0","1","1","1"
"9619","60","1","1","1","1"
"9620","61","0","0","0","0"
"9621","62","0","0","0","0"
"9622","63","0","1","0","1"
"9623","64","1","1","1","1"
"9624","65","0","0","0","0"
"9625","66","0","0","1","0"
"9626","67","0","0","0","0"
"9627","68","0","0","0","0"
"9628","69","0","0","0","0"
"9629","70","0","0","0","1"
"9630","71","0","0","0","0"
"9631","72","0","0","0","0"
"9632","73","0","1","1","1"
"9633","74","1","1","1","0"
"9634","75","0","0","1","0"
"9635","76","0","0","0","0"
"9636","77","1","1","1","1"
"9637","78","1","1","1","1"
"9638","79","0","0","0","0"
"9639","80","0","0","1","0"
"9640","81","0","0","0","1"
"9641","82","0","0","0","1"
"9642","83","0","0","0","0"
"9643","84","0","0","1","1"
"9644","85","0","0","1","0"
"9645","86","0","0","0","0"
"9646","87","0","0","0","1"
"9647","88","0","0","0","0"
"9648","89","1","1","0","1"
"9649","90","0","0","0","0"
"9650","91","0","0","0","0"
"9651","92","0","0","1","0"
"9652","93","0","0","1","0"
"9653","94","0","0","1","0"
"9654","95","0","0","1","0"
"9655","96","0","0","0","0"
"9656","97","0","0","1","1"
"9657","98","0","0","0","0"
"9658","99","0","0","1","0"
"9659","100","0","1","0","1"
"9660","101","0","0","0","1"
"9661","102","0","0","0","0"
"9662","103","0","0","1","1"
"9663","104","0","0","0","1"
"9664","105","0","0","1","0"
"9665","106","0","0","0","0"
"9666","107","0","0","0","0"
"9667","108","1","1","0","1"
"9668","109","0","0","0","1"
"9669","110","0","0","1","1"
"9670","111","0","0","1","0"
"9671","112","0","0","1","0"
"9672","113","0","0","1","1"
"9673","114","0","0","1","0"
"9674","115","0","0","1","1"
"9675","116","0","0","1","1"
"9676","117","0","1","1","1"
"9677","118","0","0","1","0"
"9678","119","0","0","1","0"
"9679","120","1","1","0","1"
"9680","121","0","1","0","1"
"9681","122","0","1","0","1"
"9682","123","0","0","1","0"
"9683","124","0","0","0","0"
"9684","125","0","0","1","0"
"9685","126","0","0","0","0"
"9686","127","0","0","0","0"
"9687","128","1","1","0","1"
"9688","129","0","0","1","1"
"9689","130","0","0","1","1"
"9690","131","0","0","0","1"
"9691","132","0","0","0","1"
"9692","133","0","0","0","1"
"9693","134","0","0","0","1"
"9696","137","0","0","0","1"
"9697","138","0","0","0","1"
"9698","139","0","0","0","0"
"9699","140","0","0","0","1"
"9700","141","0","0","1","0"
"9701","142","1","1","1","0"
"9702","143","0","0","1","1"
"9703","144","0","0","1","1"
"9704","145","0","0","0","0"
"9705","146","0","0","1","0"
"9706","147","0","0","0","1"
"9707","148","0","0","0","1"
"9708","149","1","1","1","1"
"9709","150","0","0","0","1"
"9710","151","0","1","1","1"
"9711","152","0","0","1","1"
"9712","153","0","0","1","1"
"9713","154","0","0","1","0"
"9714","155","0","1","1","1"
"9715","156","0","0","0","0"
"9716","157","0","1","1","1"
"9717","158","0","0","0","1"
"9718","159","0","0","1","0"
"9719","160","0","0","0","0"
"9720","161","1","1","0","0"
"9721","162","0","0","0","0"
"9722","163","0","0","1","1"
"9723","164","0","0","1","1"
"9724","165","0","0","1","0"
"9725","166","0","0","0","1"
"9726","167","0","0","1","0"
"9727","168","0","0","1","0"
"9728","169","0","0","1","0"
"9729","170","0","0","1","0"
"9730","171","0","0","1","0"
"9731","172","0","0","1","1"
"9732","173","0","0","0","0"
"9733","174","0","0","0","1"
"9734","175","0","0","0","0"
"9735","176","0","0","0","1"
"9736","177","0","0","0","1"
"9737","178","0","0","1","0"
"9738","179","0","0","1","0"
"9739","180","0","0","1","0"
"9740","181","0","0","1","0"
"9741","182","0","0","1","0"
"9742","183","0","0","0","0"
"9743","184","0","0","0","1"
"9744","185","0","0","1","1"
"9745","186","0","0","1","1"
"9746","187","0","0","1","1"
"9747","188","0","0","0","1"
"9748","189","0","0","0","1"
"9749","190","0","0","1","1"
"9750","191","0","0","0","0"
"9751","192","1","1","0","0"
"9752","193","1","1","1","0"
"9753","194","0","0","1","0"
"9754","195","1","1","1","1"
"9755","196","0","0","0","0"
"9756","197","0","1","0","0"
"9757","198","0","0","0","0"
"9758","199","0","0","0","0"
"9759","200","0","1","0","1"
"9760","201","0","0","1","0"
"9761","202","0","0","0","0"
"9762","203","0","0","0","0"
"9763","204","0","0","0","1"
"9764","205","0","0","0","1"
"9765","206","0","0","0","1"
"9766","207","0","0","1","0"
"9767","208","0","0","0","0"
"9768","209","0","0","0","1"
"9769","210","0","1","0","0"
"9770","211","0","0","0","0"
"9771","212","1","1","0","1"
"9772","213","0","1","0","0"
"9773","214","0","0","0","1"
"9774","215","0","0","0","0"
"9775","216","0","1","0","1"
"9776","217","0","0","1","0"
"9777","218","0","0","0","0"
"9778","219","0","0","0","0"
"9779","220","0","0","0","1"
"9780","221","0","0","0","1"
"9781","222","1","1","1","1"
"9782","223","0","0","1","0"
"9783","224","0","0","1","0"
"9784","225","0","0","1","0"
"9785","226","1","1","0","1"
"9786","227","1","1","0","1"
"9787","228","0","0","0","0"
"9788","229","0","0","0","0"
"9789","230","1","1","0","0"
"9790","231","1","1","1","0"
"9791","232","0","0","1","1"
"9792","233","0","0","0","0"
"9793","234","0","0","0","1"
"9794","235","0","0","0","1"
"9795","236","1","1","1","0"
"9796","237","0","0","0","0"
"9797","238","0","1","1","1"
"9798","239","0","1","1","1"
"9799","240","0","0","1","1"
"9800","241","1","1","1","0"
"9801","242","0","0","0","1"
"9802","243","1","1","1","1"
"9803","244","0","0","0","1"
"9804","245","0","0","0","0"
"9805","246","0","0","0","0"
"9806","247","0","0","0","1"
"9807","248","0","0","1","1"
"9808","249","1","1","0","1"
"9809","250","1","1","0","1"
"9810","251","0","0","1","1"
"9811","252","0","0","1","1"
"9812","253","0","0","0","1"
"9813","254","0","0","1","1"
"9814","255","0","0","0","1"
"9815","256","0","1","1","1"
"9816","257","0","1","1","0"
"9817","258","0","0","1","1"
"9818","259","0","0","0","1"
"9819","260","1","1","0","0"
"9820","261","1","1","0","0"
"9821","262","0","0","1","0"
"9822","263","0","0","0","1"
"9823","264","0","1","1","0"
"9824","265","0","0","1","0"
"9825","266","0","0","1","1"
"9826","267","0","0","0","0"
"9827","268","0","0","1","0"
"9828","269","0","0","1","0"
"9829","270","0","0","1","0"
"9830","271","0","0","1","0"
"9831","272","0","0","1","1"
"9832","273","0","0","0","1"
"9833","274","0","0","1","1"
"9834","275","0","0","0","0"
"9835","276","0","0","1","0"
"9836","277","0","0","0","0"
"9837","278","0","0","1","0"
"9838","279","0","0","1","1"
"9839","280","0","0","1","1"
"9840","281","0","0","0","1"
"9841","282","0","0","0","1"
"9842","283","0","0","0","0"
"9843","284","0","0","0","1"
"9844","285","0","0","0","0"
"9845","286","0","1","0","0"
"9846","287","0","0","0","0"
"9847","288","0","0","1","1"
"9848","289","0","0","1","1"
"9849","290","0","0","0","0"
"9850","291","0","0","1","0"
"9851","292","0","0","1","0"
"9852","293","0","0","0","0"
"9853","294","0","1","1","1"
"9854","295","0","0","1","0"
"9855","296","0","0","0","1"
"9856","297","0","0","0","0"
"9857","298","0","0","1","1"
"9858","299","1","1","1","0"
"9859","300","0","0","1","0"
"9860","301","1","1","1","0"
"9861","302","0","0","0","0"
"9862","303","0","0","1","0"
"9863","304","0","0","0","0"
"9864","305","0","0","0","1"
"9865","306","0","0","1","0"
"9866","307","0","0","0","0"
"9867","308","0","0","1","0"
"9868","309","0","0","1","0"
"9869","310","0","0","0","0"
"9870","311","0","0","1","1"
"9871","312","1","1","1","0"
"9872","313","0","1","1","0"
"9873","314","0","0","1","1"
"9874","315","0","0","0","0"
"9875","316","0","0","0","0"
"9876","317","0","0","0","0"
"9877","318","0","0","0","1"
"9878","319","0","0","0","1"
"9879","320","1","1","1","0"
"9880","321","0","1","0","1"
"9881","322","0","1","1","1"
"9882","323","0","0","1","1"
"9883","324","0","0","0","1"
"9884","325","0","0","1","0"
"9885","326","1","1","0","0"
"9886","327","0","0","0","0"
"9887","328","0","0","0","1"
"9888","329","0","0","0","0"
"9889","330","0","0","0","0"
"9890","331","0","0","0","0"
"9891","332","0","0","0","0"
"9894","335","0","0","0","1"
"9895","336","1","1","0","0"
"9896","337","1","1","0","0"
"9897","338","0","0","0","1"
"9898","339","0","0","0","0"
"9899","340","0","0","0","0"
"9900","341","0","0","1","1"
"9901","342","0","0","0","1"
"9902","343","0","1","0","1"
"9903","344","0","0","1","1"
"9904","345","0","0","1","0"
"9905","346","0","0","1","0"
"9906","347","0","0","0","1"
"9907","348","0","0","0","1"
"9908","349","0","0","1","1"
"9909","350","0","0","1","1"
"9910","351","1","1","1","0"
"9911","352","0","0","1","0"
"9912","353","0","0","1","1"
"9913","354","0","0","1","0"
"9914","355","0","0","1","0"
"9915","356","0","0","0","0"
"9916","357","0","0","1","1"
"9917","358","0","0","1","1"
"9918","359","0","0","0","0"
"9919","360","0","1","1","1"
"9920","361","0","0","1","1"
"9921","362","0","0","0","0"
"9922","363","1","1","0","0"
"9923","364","0","1","1","1"
"9924","365","0","1","0","0"
"9925","366","0","0","0","0"
"9926","367","0","1","1","0"
"9927","368","0","0","1","1"
"9928","369","0","0","1","1"
"9929","370","0","0","1","1"
"9930","371","0","0","0","0"
"9931","372","0","0","1","1"
"9932","373","0","0","0","0"
"9933","374","0","0","1","1"
"9934","375","0","1","1","0"
"9935","376","0","0","1","0"
"9936","377","0","0","0","0"
"9937","378","0","0","1","0"
"9938","379","0","0","1","0"
"9939","380","0","0","1","0"
"9940","381","0","0","0","0"
"9941","382","0","0","1","1"
"9942","383","0","0","1","0"
"9944","385","0","0","0","0"
"9945","386","0","0","0","1"
"9946","387","0","1","0","0"
"9947","388","0","0","0","1"
"9948","389","0","1","1","1"
"9949","390","0","0","0","0"
"9950","391","0","0","1","1"
"9951","392","1","1","0","0"
"9952","393","0","0","0","0"
"9953","394","0","0","1","0"
"9954","395","0","0","0","1"
"9955","396","0","0","1","1"
"9956","397","1","1","0","1"
"9957","398","0","0","0","1"
"9958","399","0","0","0","0"
"9959","400","0","0","1","0"
"9960","401","0","1","1","0"
"9961","402","0","0","0","1"
"9962","403","0","0","1","1"
"9963","404","1","1","0","0"
"9964","405","1","1","1","0"
"9965","406","0","0","1","1"
"9966","407","1","1","0","1"
"9967","408","1","1","0","1"
"9968","409","0","0","0","1"
"9969","410","0","0","1","1"
"9970","411","0","0","0","1"
"9971","412","0","0","0","1"
"9972","413","0","0","1","0"
"9973","414","0","0","0","0"
"9974","415","0","0","1","1"
"9975","416","0","0","1","0"
"9976","417","0","1","0","1"
"9977","418","0","0","0","0"
"9978","419","0","0","1","0"
"9979","420","0","1","0","1"
"9980","421","0","0","0","1"
"9981","422","0","0","0","1"
"9982","423","0","0","0","1"
"9983","424","0","0","0","0"
"9984","425","0","0","0","0"
"9985","426","0","0","1","0"
"9986","427","0","0","1","1"
"9987","428","0","0","0","0"
"9988","429","0","0","0","0"
"9989","430","0","0","0","0"
"9990","431","0","0","1","0"
"9991","432","0","0","1","0"
"9992","433","0","0","0","0"
"9993","434","0","0","0","0"
"9994","435","0","0","0","0"
"9995","436","0","0","0","1"
"9996","437","0","0","1","1"
"9997","438","0","0","1","1"
"9998","439","0","0","0","1"
"9999","440","0","0","0","0"
"10000","441","1","1","0","0"
"10001","442","0","0","1","0"
"10002","443","0","0","1","0"
"10003","444","0","0","1","1"
"10004","445","0","0","0","1"
"10005","446","1","1","1","0"
"10006","447","1","1","0","1"
"10007","448","0","1","0","0"
"10008","449","0","0","1","1"
"10009","450","0","0","0","0"
"10010","451","0","0","0","1"
"10011","452","0","0","1","1"
"10012","453","0","0","1","0"
"10013","454","0","0","1","0"
"10014","455","0","0","1","0"
"10015","456","0","0","0","1"
"10016","457","0","0","1","1"
"10017","458","0","0","0","1"
"10018","459","0","0","0","1"
"10019","460","0","0","0","0"
"10020","461","0","1","0","1"
"10021","462","0","0","0","1"
"10022","463","0","0","1","0"
"10023","464","0","0","0","1"
"10024","465","1","1","1","0"
"10025","466","0","1","0","0"
"10026","467","0","0","1","0"
"10027","468","0","0","0","1"
"10028","469","0","0","0","0"
"10029","470","1","1","0","0"
"10030","471","0","0","0","0"
"10031","472","0","0","1","0"
"10032","473","0","0","0","0"
"10033","474","1","1","1","0"
"10034","475","0","0","1","1"
"10035","476","0","0","1","1"
"10036","477","0","0","0","0"
"10037","478","0","0","0","0"
"10038","479","0","0","0","0"
"10039","480","0","0","0","0"
"10040","481","0","0","0","0"
"10041","482","1","1","0","0"
"10042","483","0","0","1","0"
"10043","484","0","0","0","1"
"10044","485","0","0","1","1"
"10045","486","0","0","0","0"
"10046","487","0","0","0","1"
"10047","488","0","0","0","1"
"10048","489","0","0","0","1"
"10049","490","1","1","0","0"
"10050","491","0","0","0","0"
"10051","492","0","0","0","0"
"10052","493","0","0","0","0"
"10053","494","0","0","0","0"
"10054","495","0","0","0","0"
"10055","496","0","0","0","0"
"10056","497","1","1","0","0"
"10057","498","0","0","1","1"
"10058","499","0","0","1","1"
"10059","500","0","0","0","0"
"10060","501","0","0","1","1"
"10061","502","0","0","0","0"
"10062","503","0","0","0","1"
"10063","504","0","0","0","0"
"10064","505","0","1","1","1"
"10065","506","0","0","1","1"
"10066","507","0","0","0","1"
"10067","508","0","0","1","0"
"10068","509","0","0","0","0"
"10069","510","0","0","0","0"
"10070","511","1","1","1","1"
"10071","512","0","0","1","0"
"10072","513","1","1","0","1"
"10073","514","0","0","0","1"
"10074","515","0","0","0","0"
"10075","516","0","0","0","1"
"10076","517","0","0","0","1"
"10077","518","0","0","1","0"
"10078","519","0","0","1","1"
"10079","520","0","0","0","0"
"10080","521","0","0","1","0"
"10081","522","0","0","1","1"
"10084","525","0","0","1","0"
"10085","526","0","0","1","0"
"10086","527","0","0","1","0"
"10087","528","0","0","1","0"
"10088","529","0","0","0","0"
"10089","530","0","0","1","0"
"10090","531","0","0","1","1"
"10091","532","0","0","0","0"
"10092","533","0","0","0","0"
"10093","534","0","0","1","1"
"10094","535","0","0","1","1"
"10095","536","0","0","0","0"
"10096","537","0","0","1","0"
"10097","538","0","0","0","1"
"10098","539","0","0","0","1"
"10099","540","0","0","0","1"
"10100","541","0","0","0","1"
"10101","542","0","0","0","1"
"10102","543","0","0","0","0"
"10103","544","0","0","0","1"
"10104","545","0","0","0","1"
"10105","546","0","0","1","1"
"10106","547","0","0","1","1"
"10107","548","0","0","1","1"
"10108","549","0","0","1","0"
"10109","550","0","0","1","0"
"10110","1","0","0","0","1"
"10111","2","0","0","0","1"
"10112","3","0","0","0","1"
"10113","4","0","0","0","1"
"10114","5","0","0","1","0"
"10115","6","0","0","0","1"
"10116","7","0","0","0","1"
"10117","8","0","0","0","1"
"10118","9","0","0","0","1"
"10119","10","0","1","1","1"
"10120","11","0","0","0","1"
"10121","12","0","0","0","0"
"10122","13","0","0","0","1"
"10123","14","1","1","0","1"
"10124","15","0","1","0","1"
"10125","16","0","0","0","1"
"10126","17","0","0","0","1"
"10127","18","0","0","1","0"
"10128","19","1","1","0","1"
"10129","20","1","1","0","1"
"10130","21","1","1","1","1"
"10131","22","1","1","0","1"
"10132","23","0","1","1","1"
"10133","24","0","0","0","1"
"10134","25","0","0","0","0"
"10135","26","0","0","0","1"
"10136","27","0","0","0","1"
"10137","28","0","0","0","1"
"10138","29","0","0","1","1"
"10139","30","0","0","0","0"
"10140","31","0","1","0","1"
"10141","32","0","1","0","1"
"10142","33","1","1","0","1"
"10143","34","0","0","0","0"
"10144","35","0","0","0","1"
"10145","36","1","1","0","1"
"10146","37","0","1","1","1"
"10147","38","1","1","0","1"
"10148","39","0","0","1","0"
"10149","40","0","0","1","0"
"10150","41","0","0","1","1"
"10151","42","0","1","1","1"
"10152","43","0","0","1","1"
"10153","44","0","0","0","1"
"10154","45","0","0","1","1"
"10155","46","0","0","0","1"
"10156","47","1","1","0","1"
"10157","48","0","0","1","0"
"10158","49","0","0","0","1"
"10159","50","0","0","1","1"
"10160","51","0","0","0","1"
"10161","1","1","1","1","0"
"10162","2","0","0","0","1"
"10163","3","0","0","1","0"
"10164","4","0","0","1","1"
"10165","5","0","0","1","1"
"10166","6","0","0","0","1"
"10167","7","0","1","1","0"
"10168","8","0","0","0","0"
"10169","9","0","0","0","0"
"10170","10","0","0","0","0"
"10171","11","1","1","0","1"
"10172","12","0","0","1","1"
"10173","1","0","1","0","0"
"10174","2","0","0","1","0"
"10175","3","0","1","1","0"
"10176","4","0","1","1","1"
"10177","5","0","0","1","0"
"10178","6","0","0","1","1"
"10179","7","0","0","1","0"
"10180","1","0","0","0","1"
"10181","2","0","0","1","0"
"10182","3","0","0","0","0"
"10183","4","0","0","1","0"
"10184","5","0","0","1","1"
"10185","6","0","0","0","0"
"10186","7","0","0","0","0"
"10187","8","0","0","0","1"
"10188","9","0","1","1","1"
"10189","10","0","0","1","0"
"10190","11","1","1","1","0"
"10191","1","0","0","0","0"
"10192","2","0","0","1","0"
"10193","3","0","0","0","1"
"10194","4","0","0","0","1"
"10195","5","0","0","0","1"
"10196","6","0","1","0","1"
"10197","7","0","0","0","1"
"10198","8","0","0","0","0"
"10199","9","0","0","0","1"
"10200","10","0","0","0","0"
"10201","11","0","0","0","0"
"10202","12","0","0","0","1"
"10203","13","0","0","0","0"
"10204","14","0","0","1","1"
"10205","15","0","0","0","0"
"10206","16","0","0","1","1"
